Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude
32269950,12/25/2015 1:09,12/25/2015 3:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10035,405 EAST 117 STREET,EAST 117 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:09,12/25/2015 3:14,11 MANHATTAN,MANHATTAN,1002384,229477,MANHATTAN,40.79651878,-73.93450577
32275553,12/25/2015 1:08,1/15/2016 10:11,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10029,163 EAST  115 STREET,EAST  115 STREET,,,,,ADDRESS,NEW YORK,N/A,,1/15/2016 10:11,11 MANHATTAN,MANHATTAN,1000447,229902,MANHATTAN,40.79768905,-73.94150057
32270309,12/25/2015 1:08,12/25/2015 8:07,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10032,615 WEST 172 STREET,WEST 172 STREET,ST NICHOLAS AVENUE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:08,12/25/2015 8:07,12 MANHATTAN,MANHATTAN,1001190,246719,MANHATTAN,40.84384556,-73.93877459
32267734,12/25/2015 1:07,12/25/2015 6:59,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,200 WEST 120 STREET,WEST 120 STREET,7 AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:07,12/25/2015 6:59,10 MANHATTAN,MANHATTAN,997798,232909,MANHATTAN,40.8059469,-73.95106201
32265354,12/25/2015 1:06,12/25/2015 3:05,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,47-26 45 STREET,45 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,WOODSIDE,Precinct,12/25/2015 9:06,12/25/2015 3:05,02 QUEENS,QUEENS,1006374,209123,QUEENS,40.74064327,-73.92016217
32266414,12/25/2015 1:06,12/25/2015 6:20,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,357 SOUTH 3 STREET,SOUTH 3 STREET,KEAP STREET,HOOPER STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:06,12/25/2015 6:20,01 BROOKLYN,BROOKLYN,997181,197652,BROOKLYN,40.70917639,-73.95335855
32269578,12/25/2015 1:05,12/25/2015 4:52,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,103-36 52 AVENUE,52 AVENUE,103 STREET,108 STREET,,,ADDRESS,CORONA,Precinct,12/25/2015 9:05,12/25/2015 4:52,04 QUEENS,QUEENS,1023709,209631,QUEENS,40.74197725,-73.85760329
32266946,12/25/2015 1:05,12/25/2015 8:03,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,WEST 172ND STREET,WEST 172ND STREET,,,,,LATLONG,NEW YORK,Precinct,12/25/2015 9:05,12/25/2015 8:03,01 MANHATTAN,MANHATTAN,1002196,246163,MANHATTAN,40.84231752,-73.93514015
32266234,12/25/2015 1:05,12/25/2015 6:03,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,1141 EAST 42 STREET,EAST 42 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:05,12/25/2015 6:03,18 BROOKLYN,BROOKLYN,1002165,167704,BROOKLYN,40.62696714,-73.93546111
32272100,12/25/2015 1:05,12/25/2015 1:20,DOT,Department of Transportation,Traffic Signal Condition,Base Door,,,,,,,AMSTERDAM AVE,97 ST W,INTERSECTION,,N/A,,12/25/2015 1:20,Unspecified MANHATTAN,MANHATTAN,,,MANHATTAN,,
32269259,12/25/2015 1:04,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,,RHINELANDER AVENUE,RHINELANDER AVENUE,WHITE PLAINS ROAD,,WHITE PLAINS ROAD,,,,N/A,12/25/2015 9:04,,0 Unspecified,Unspecified,,,Unspecified,,
32270071,12/25/2015 1:03,12/25/2015 7:40,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1010 LONGFELLOW AVENUE,LONGFELLOW AVENUE,ALDUS STREET,EAST 165 STREET,,,ADDRESS,BRONX,Precinct,12/25/2015 9:03,12/25/2015 7:40,02 BRONX,BRONX,1015347,239421,BRONX,40.82377617,-73.88764152
32268073,12/25/2015 1:02,12/25/2015 7:08,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11229,1207 QUENTIN ROAD,QUENTIN ROAD,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:02,12/25/2015 7:08,15 BROOKLYN,BROOKLYN,995139,160781,BROOKLYN,40.60797637,-73.96078347
32265791,12/25/2015 1:01,12/25/2015 10:28,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,241 EAST 176 STREET,EAST 176 STREET,TOPPING AVENUE,CLAY AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:01,12/25/2015 10:28,05 BRONX,BRONX,1010500,248042,BRONX,40.84745404,-73.90512076
32268875,12/25/2015 1:00,12/25/2015 16:19,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11411,114-78 226 STREET,226 STREET,114 ROAD,115 AVENUE,,,ADDRESS,CAMBRIA HEIGHTS,Precinct,12/25/2015 9:00,12/25/2015 16:19,13 QUEENS,QUEENS,1058584,194141,QUEENS,40.69923677,-73.73192065
32265070,12/25/2015 1:00,12/25/2015 6:59,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,280 WEST 117 STREET,WEST 117 STREET,ST NICHOLAS AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:00,12/25/2015 6:59,10 MANHATTAN,MANHATTAN,996916,232500,MANHATTAN,40.80482562,-73.95424874
32267935,12/25/2015 0:59,12/25/2015 1:40,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11419,115-22 LIBERTY AVENUE,LIBERTY AVENUE,115 STREET,116 STREET,,,ADDRESS,SOUTH RICHMOND HILL,Precinct,12/25/2015 8:59,12/25/2015 1:40,10 QUEENS,QUEENS,1032101,189166,QUEENS,40.6857644,-73.82746439
32267437,12/25/2015 0:57,12/25/2015 8:46,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11209,FORT HAMILTON,FORT HAMILTON,LEE AVENUE,SCHUM AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:57,12/25/2015 8:46,10 BROOKLYN,BROOKLYN,976316,161237,BROOKLYN,40.60923113,-74.02857469
32266887,12/25/2015 0:56,12/26/2015 3:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,979 ANDERSON AVENUE,ANDERSON AVENUE,WEST 162 STREET,WEST 164 STREET,,,ADDRESS,BRONX,Precinct,12/25/2015 8:56,12/26/2015 3:14,04 BRONX,BRONX,1004274,242283,BRONX,40.83166358,-73.92764149
32267600,12/25/2015 0:55,12/25/2015 3:57,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10012,,,,,THOMPSON STREET,BLEEKER STREET,INTERSECTION,NEW YORK,Precinct,12/25/2015 8:55,12/25/2015 3:57,02 MANHATTAN,MANHATTAN,984339,204661,MANHATTAN,40.72842386,-73.99967889
32270180,12/25/2015 0:54,12/25/2015 3:52,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,474 EAST 4 STREET,EAST 4 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:54,12/25/2015 3:52,12 BROOKLYN,BROOKLYN,990946,172531,BROOKLYN,40.64023182,-73.97587283
32267500,12/25/2015 0:53,12/25/2015 8:46,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11209,,,,,FT HAMILTON PARKWAY,MARINE AVENUE,INTERSECTION,BROOKLYN,Precinct,12/25/2015 8:53,12/25/2015 8:46,10 BROOKLYN,BROOKLYN,975684,162655,BROOKLYN,40.61312266,-74.03085266
32274899,12/25/2015 0:52,2/2/2016 10:48,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,690 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,N/A,,2/2/2016 10:48,06 BRONX,BRONX,1015449,249261,BRONX,40.85078373,-73.88722721
32274856,12/25/2015 0:52,2/2/2016 10:48,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10457,690 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,N/A,,2/2/2016 10:48,06 BRONX,BRONX,1015449,249261,BRONX,40.85078373,-73.88722721
32269105,12/25/2015 0:52,12/25/2015 1:55,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11215,689 6 AVENUE,6 AVENUE,19 STREET,20 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:52,12/25/2015 1:55,07 BROOKLYN,BROOKLYN,986874,179971,BROOKLYN,40.66065514,-73.99054225
32274118,12/25/2015 0:52,12/30/2015 11:25,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,315 WEST   91 STREET,WEST   91 STREET,,,,,ADDRESS,NEW YORK,N/A,,12/30/2015 11:25,07 MANHATTAN,MANHATTAN,990918,227912,MANHATTAN,40.79223937,-73.97591886
32268413,12/25/2015 0:51,12/25/2015 2:07,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11433,92-06 173 STREET,173 STREET,JAMAICA AVENUE,93 AVENUE,,,ADDRESS,JAMAICA,Precinct,12/25/2015 8:51,12/25/2015 2:07,12 QUEENS,QUEENS,1043415,197121,QUEENS,40.70753056,-73.78659995
32268473,12/25/2015 0:51,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10011,,,,,WEST   21 STREET,7 AVENUE,INTERSECTION,NEW YORK,N/A,2/11/2016 9:27,12/28/2015 9:27,04 MANHATTAN,MANHATTAN,985198,209903,MANHATTAN,40.7428118,-73.99657889
32271762,12/25/2015 0:51,12/30/2015 1:45,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10065,,,,,YORK AVENUE,EAST 63 STREET,INTERSECTION,NEW YORK,N/A,,12/30/2015 1:45,08 MANHATTAN,MANHATTAN,995912,216598,MANHATTAN,40.76118024,-73.95790292
32265459,12/25/2015 0:49,12/25/2015 0:49,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,Status Call,,10006,RECTOR STREET,RECTOR STREET,,,,,LATLONG,NEW YORK,N/A,12/25/2015 2:49,,01 MANHATTAN,MANHATTAN,980478,197209,MANHATTAN,40.7079691,-74.01360516
32265200,12/25/2015 0:49,12/25/2015 5:26,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10463,224 NAPLES TERRACE,NAPLES TERRACE,BROADWAY,GODWIN TERRACE,,,ADDRESS,BRONX,Precinct,12/25/2015 8:49,12/25/2015 5:26,08 BRONX,BRONX,1010466,259829,BRONX,40.87980587,-73.90519755
32269266,12/25/2015 0:48,12/25/2015 1:45,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,74-04 85 DRIVE,85 DRIVE,DEXTER COURT,75 STREET,,,ADDRESS,WOODHAVEN,Precinct,12/25/2015 8:48,12/25/2015 1:45,09 QUEENS,QUEENS,1020831,191897,QUEENS,40.69331411,-73.86808556
32268071,12/25/2015 0:48,12/25/2015 2:35,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10464,,,,,CITY ISLAND AVENUE,ROCHELLE STREET,INTERSECTION,BRONX,Precinct,12/25/2015 8:48,12/25/2015 2:35,10 BRONX,BRONX,1044190,244985,BRONX,40.83889907,-73.78337772
32269025,12/25/2015 0:48,12/25/2015 4:18,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358,45-66 161 STREET,161 STREET,45 AVENUE,46 AVENUE,,,ADDRESS,FLUSHING,Precinct,12/25/2015 8:48,12/25/2015 4:18,07 QUEENS,QUEENS,1038083,214344,QUEENS,40.7548374,-73.80569388
32272477,12/25/2015 0:48,12/25/2015 2:00,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10002,551 FDR DRIVE,FDR DRIVE,WILLIAMSBURG BRIDGE,FDR DRIVE SB EN E HOUSTON ST,,,ADDRESS,NEW YORK,N/A,,12/25/2015 2:00,03 MANHATTAN,MANHATTAN,990921,200296,MANHATTAN,40.71644047,-73.97593542
32268348,12/25/2015 0:47,12/25/2015 6:10,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,WEST 36 STREET,WEST 36 STREET,MERMAID AVENUE,SURF AVENUE,,,BLOCKFACE,BROOKLYN,Precinct,12/25/2015 8:47,12/25/2015 6:10,13 BROOKLYN,BROOKLYN,983811,148373,BROOKLYN,40.57392557,-74.00158024
32270531,12/25/2015 0:47,12/25/2015 23:33,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,220 EAST 18 STREET,EAST 18 STREET,ALBEMARLE ROAD,BEVERLEY ROAD,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:47,12/25/2015 23:33,14 BROOKLYN,BROOKLYN,994684,174572,BROOKLYN,40.64583031,-73.96240083
32268799,12/25/2015 0:47,12/25/2015 7:55,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421,,,,,76 STREET,ROCKAWAY BOULEVARD,INTERSECTION,WOODHAVEN,Precinct,12/25/2015 8:47,12/25/2015 7:55,09 QUEENS,QUEENS,1021894,189108,QUEENS,40.6856545,-73.86426787
32267397,12/25/2015 0:43,12/25/2015 8:06,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,,,,,WEST  173 STREET,ST NICHOLAS AVENUE,INTERSECTION,NEW YORK,Precinct,12/25/2015 8:43,12/25/2015 8:06,12 MANHATTAN,MANHATTAN,1001538,246826,MANHATTAN,40.84413857,-73.93751656
32271457,12/25/2015 0:43,12/25/2015 1:02,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 ST,160 ST,,,ADDRESS,Fresh Meadows,N/A,,12/25/2015 1:02,08 QUEENS,QUEENS,1037538,201770,QUEENS,40.72032827,-73.80776061
32272429,12/25/2015 0:43,12/30/2015 1:45,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10065,1175 YORK AVENUE,YORK AVENUE,E 63 ST,E 64 ST,,,ADDRESS,NEW YORK,N/A,,12/30/2015 1:45,08 MANHATTAN,MANHATTAN,995946,216664,MANHATTAN,40.76136135,-73.95778008
32266433,12/25/2015 0:42,12/25/2015 0:43,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,Address Outside of NYC,,,,,,,,,,N/A,,,0 Unspecified,Unspecified,,,Unspecified,,
32265199,12/25/2015 0:42,12/25/2015 11:05,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,13 BARBEY STREET,BARBEY STREET,BEND,BEND,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:42,12/25/2015 11:05,05 BROOKLYN,BROOKLYN,1014620,188195,BROOKLYN,40.68317647,-73.89049966
32265553,12/25/2015 0:41,12/25/2015 10:29,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10453,2042 MORRIS AVENUE,MORRIS AVENUE,EAST 179 STREET,EAST BURNSIDE AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 8:41,12/25/2015 10:29,05 BRONX,BRONX,1010322,250050,BRONX,40.85296593,-73.90575632
32269288,12/25/2015 0:41,12/25/2015 2:07,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10027,,,,,WEST  127 STREET,8 AVENUE,INTERSECTION,NEW YORK,Precinct,12/25/2015 8:41,12/25/2015 2:07,10 MANHATTAN,MANHATTAN,998031,234924,MANHATTAN,40.81147716,-73.95021624
32267387,12/25/2015 0:40,12/25/2015 2:15,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11218,672 EAST 5 STREET,EAST 5 STREET,DITMAS AVENUE,AVENUE F,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:40,12/25/2015 2:15,12 BROOKLYN,BROOKLYN,991459,170813,BROOKLYN,40.63551587,-73.97402621
32266465,12/25/2015 0:40,12/25/2015 8:33,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11209,9718 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,97 STREET,MARINE AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:40,12/25/2015 8:33,10 BROOKLYN,BROOKLYN,975819,162868,BROOKLYN,40.61370743,-74.03036669
32269862,12/25/2015 0:39,12/25/2015 2:56,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,506 WEST 146 STREET,WEST 146 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:39,12/25/2015 2:56,09 MANHATTAN,MANHATTAN,998738,240260,MANHATTAN,40.82612184,-73.94765068
32269000,12/25/2015 0:39,12/25/2015 10:58,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,87-45 88 AVENUE,88 AVENUE,87 STREET,88 STREET,,,ADDRESS,WOODHAVEN,Precinct,12/25/2015 8:39,12/25/2015 10:58,09 QUEENS,QUEENS,1024116,191099,QUEENS,40.6911096,-73.85624429
32272104,12/25/2015 0:39,12/29/2015 11:45,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11102,28-27 30 STREET,30 STREET,NEWTOWN AVE,30 AVE,,,ADDRESS,Astoria,N/A,,12/29/2015 11:45,01 QUEENS,QUEENS,1006019,219162,QUEENS,40.76819865,-73.92141074
32265014,12/25/2015 0:38,12/25/2015 1:35,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,1408 66 STREET,66 STREET,14 AVENUE,NEW UTRECHT AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:38,12/25/2015 1:35,11 BROOKLYN,BROOKLYN,984378,166541,BROOKLYN,40.62379307,-73.9995389
32276218,12/25/2015 0:37,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10458,2550 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,N/A,,12/25/2015 0:00,07 BRONX,BRONX,1013999,253526,BRONX,40.86249488,-73.89244949
32269774,12/25/2015 0:37,12/25/2015 7:52,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11224,,,,,WEST   36 STREET,SURF AVENUE,INTERSECTION,BROOKLYN,Precinct,12/25/2015 8:37,12/25/2015 7:52,13 BROOKLYN,BROOKLYN,983855,148073,BROOKLYN,40.57310213,-74.00142184
32265267,12/25/2015 0:36,12/25/2015 2:43,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,,,,,GREENE AVENUE,GRAND AVENUE,INTERSECTION,BROOKLYN,Precinct,12/25/2015 8:36,12/25/2015 2:43,02 BROOKLYN,BROOKLYN,994637,189604,BROOKLYN,40.68708986,-73.96254703
32269036,12/25/2015 0:35,12/25/2015 2:25,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10464,111 CENTRE STREET,CENTRE STREET,WILLIAM AVENUE,CITY ISLAND AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 8:35,12/25/2015 2:25,10 BRONX,BRONX,1043390,246944,BRONX,40.84428133,-73.78625162
32269287,12/25/2015 0:35,12/27/2015 14:12,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,901 EAST 229 STREET,EAST 229 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 8:35,12/27/2015 14:12,12 BRONX,BRONX,1024974,263079,BRONX,40.88867107,-73.85271395
32265198,12/25/2015 0:34,12/25/2015 7:52,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11208,187 GRANT AVENUE,GRANT AVENUE,RIDGEWOOD AVENUE,FULTON STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:34,12/25/2015 7:52,05 BROOKLYN,BROOKLYN,1020890,189309,BROOKLYN,40.68621041,-73.86788687
32270581,12/25/2015 0:34,12/25/2015 0:53,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,1626 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST 191 STREET,WEST 192 STREET,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:34,12/25/2015 0:53,12 MANHATTAN,MANHATTAN,1003895,251074,MANHATTAN,40.85579314,-73.92898529
32268353,12/25/2015 0:32,12/25/2015 1:48,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,23-88 31 STREET,31 STREET,23 ROAD,24 AVENUE,,,ADDRESS,ASTORIA,Precinct,12/25/2015 8:32,12/25/2015 1:48,01 QUEENS,QUEENS,1007788,220771,QUEENS,40.7726104,-73.91501876
32267472,12/25/2015 0:31,1/10/2016 1:06,DCA,Department of Consumer Affairs,Consumer Complaint,Exchange/Refund/Return,,11201,454 FULTON STREET,FULTON STREET,HOYT STREET,DUFFIELD STREET,,,ADDRESS,BROOKLYN,N/A,1/12/2016 11:03,1/10/2016 1:06,02 BROOKLYN,BROOKLYN,988440,190832,BROOKLYN,40.69046554,-73.98489113
32268683,12/25/2015 0:30,12/25/2015 4:22,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10018,349 WEST 37 STREET,WEST 37 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:30,12/25/2015 4:22,04 MANHATTAN,MANHATTAN,986058,214231,MANHATTAN,40.75469094,-73.99347418
32269379,12/25/2015 0:30,12/25/2015 0:52,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,54 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:30,12/25/2015 0:52,12 MANHATTAN,MANHATTAN,1003291,251303,MANHATTAN,40.856423,-73.93116804
32270513,12/25/2015 0:29,12/25/2015 1:40,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11419,115-22 LIBERTY AVENUE,LIBERTY AVENUE,115 STREET,116 STREET,,,ADDRESS,SOUTH RICHMOND HILL,Precinct,12/25/2015 8:29,12/25/2015 1:40,10 QUEENS,QUEENS,1032101,189166,QUEENS,40.6857644,-73.82746439
32265361,12/25/2015 0:29,12/25/2015 2:33,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,369 EAST 3 STREET,EAST 3 STREET,BEVERLEY ROAD,AVENUE C,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 8:29,12/25/2015 2:33,12 BROOKLYN,BROOKLYN,990573,173339,BROOKLYN,40.64244988,-73.97721607
32265628,12/25/2015 0:29,12/25/2015 0:52,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,54 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:29,12/25/2015 0:52,12 MANHATTAN,MANHATTAN,1003291,251303,MANHATTAN,40.856423,-73.93116804
32268798,12/25/2015 0:28,12/25/2015 1:29,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,TOMPKINS AVENUE,TOMPKINS AVENUE,MONROE STREET,MADISON STREET,,,BLOCKFACE,BROOKLYN,Precinct,12/25/2015 8:28,12/25/2015 1:29,03 BROOKLYN,BROOKLYN,999669,189138,BROOKLYN,40.68580346,-73.94440395
32270323,12/25/2015 0:28,12/25/2015 1:00,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10036,667 10 AVENUE,10 AVENUE,WEST 46 STREET,WEST 47 STREET,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:28,12/25/2015 1:00,04 MANHATTAN,MANHATTAN,986088,217089,MANHATTAN,40.76253541,-73.99336512
32269183,12/25/2015 0:27,12/25/2015 1:04,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106,36-30 31 STREET,31 STREET,36 AVENUE,37 AVENUE,,,ADDRESS,ASTORIA,Precinct,12/25/2015 8:27,12/25/2015 1:04,01 QUEENS,QUEENS,1003578,214715,QUEENS,40.75599845,-73.93023589
32267313,12/25/2015 0:27,12/25/2015 7:05,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,61 LENOX AVENUE,LENOX AVENUE,WEST 113 STREET,WEST 114 STREET,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:27,12/25/2015 7:05,10 MANHATTAN,MANHATTAN,997799,230797,MANHATTAN,40.80015004,-73.95106266
32271431,12/25/2015 0:27,12/25/2015 9:45,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11436,128-27 147 STREET,147 STREET,SUTTER AVE,130 AVE,,,ADDRESS,Jamaica,N/A,,12/25/2015 9:45,12 QUEENS,QUEENS,1042158,183970,QUEENS,40.67144251,-73.7912468
32266566,12/25/2015 0:26,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10468,2337 GRAND CONCOURSE,GRAND CONCOURSE,EAST 183 STREET,FIELD PLACE,,,ADDRESS,BRONX,N/A,1/31/2016 0:26,12/28/2015 10:01,05 BRONX,BRONX,1012082,252034,BRONX,40.85840604,-73.89938614
32272476,12/25/2015 0:26,12/28/2015 11:20,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10465,199 BALCOM AVENUE,BALCOM AVENUE,SCHURZ AVE,HARDING AVE,,,ADDRESS,BRONX,N/A,,12/28/2015 11:20,10 BRONX,BRONX,1033586,235991,BRONX,40.81427876,-73.82176644
32265402,12/25/2015 0:25,12/25/2015 2:25,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10002,333 MADISON STREET,MADISON STREET,GOUVERNEUR STREET,JACKSON STREET,,,ADDRESS,NEW YORK,Precinct,12/25/2015 8:25,12/25/2015 2:25,03 MANHATTAN,MANHATTAN,988852,199138,MANHATTAN,40.71326336,-73.98339981
